Date,Medicine_Name,Pharmacy_ID,Pharmacy_Name,Location,Address,Stock_Available,Units_Sold,Incoming_Stock,Season,Disease_Trend,Day_of_Week,Supplier_Delay,Demand_Trend,Prescription_Required,Price,Medicine_Type,Criticality_Level,Supplier_Type,Restock_Time,Dosage_Form,Manufacturer,Shortage
2021-12-01,Paracetamol,P001,Apollo Pharmacy,Andheri,Andheri West,171,30,51,Normal,Low,Wednesday,1,Stable,No,20,Common,Low,Local,5,Tablet,Sun Pharma,0
2021-12-02,Ibuprofen,P002,MedPlus,Dadar,Dadar East,174,26,18,Normal,Low,Thursday,0,Decreasing,No,30,Common,Low,Regional,2,Tablet,Cipla,0
2021-12-03,Crocin,P003,Wellness Forever,Thane,Thane West,118,29,36,Normal,Low,Friday,0,Stable,No,25,Common,Low,Regional,2,Tablet,GSK,0
2021-12-04,Cetirizine,P004,Local Care Pharmacy,Bandra,Bandra West,170,12,27,Normal,Low,Saturday,2,Stable,No,15,Common,Low,Regional,2,Syrup,Dr. Reddy's,0
2021-12-05,Azithromycin,P001,Apollo Pharmacy,Andheri,Andheri West,136,10,28,Normal,Low,Sunday,1,Decreasing,Yes,90,Rare,High,Imported,13,Capsule,Pfizer,0
2021-12-06,Amoxicillin,P002,MedPlus,Dadar,Dadar East,117,18,42,Normal,Low,Monday,1,Decreasing,Yes,80,Critical,High,National,15,Capsule,Abbott,0
2021-12-07,Metformin,P003,Wellness Forever,Thane,Thane West,145,17,56,Normal,Low,Tuesday,1,Increasing,Yes,45,Chronic,Medium,National,7,Tablet,Sun Pharma,0
2021-12-08,Amlodipine,P004,Local Care Pharmacy,Bandra,Bandra West,189,20,13,Normal,Low,Wednesday,0,Decreasing,Yes,35,Chronic,Medium,National,6,Tablet,Cipla,0
2021-12-09,Insulin,P001,Apollo Pharmacy,Andheri,Andheri West,173,53,56,Normal,Low,Thursday,1,Decreasing,Yes,95,Chronic,High,National,5,Injection,Novo Nordisk,0
2021-12-10,Glimepiride,P002,MedPlus,Dadar,Dadar East,117,71,13,Normal,Low,Friday,2,Increasing,Yes,50,Chronic,Medium,National,6,Tablet,Lupin,0
2021-12-11,Paracetamol,P003,Wellness Forever,Thane,Thane West,168,27,27,Normal,Low,Saturday,2,Increasing,No,20,Common,Low,Local,3,Tablet,Sun Pharma,0
2021-12-12,Ibuprofen,P004,Local Care Pharmacy,Bandra,Bandra West,143,10,14,Normal,Low,Sunday,0,Stable,No,30,Common,Low,Regional,3,Tablet,Cipla,0
2021-12-13,Crocin,P001,Apollo Pharmacy,Andheri,Andheri West,114,17,45,Normal,Low,Monday,0,Stable,No,25,Common,Low,Regional,5,Tablet,GSK,0
2021-12-14,Cetirizine,P002,MedPlus,Dadar,Dadar East,145,28,26,Normal,Low,Tuesday,3,Decreasing,No,15,Common,Low,Local,5,Syrup,Dr. Reddy's,0
2021-12-15,Azithromycin,P003,Wellness Forever,Thane,Thane West,159,20,0,Normal,Low,Wednesday,1,Increasing,Yes,90,Rare,High,Imported,15,Capsule,Pfizer,0
2021-12-16,Amoxicillin,P004,Local Care Pharmacy,Bandra,Bandra West,155,16,52,Normal,Low,Thursday,2,Stable,Yes,80,Critical,High,National,10,Capsule,Abbott,0
2021-12-17,Metformin,P001,Apollo Pharmacy,Andheri,Andheri West,141,20,20,Normal,Low,Friday,3,Increasing,Yes,45,Chronic,Medium,National,7,Tablet,Sun Pharma,0
2021-12-18,Amlodipine,P002,MedPlus,Dadar,Dadar East,179,30,27,Normal,Low,Saturday,3,Increasing,Yes,35,Chronic,Medium,National,8,Tablet,Cipla,0
2021-12-19,Insulin,P003,Wellness Forever,Thane,Thane West,115,68,0,Normal,Low,Sunday,0,Stable,Yes,95,Chronic,High,National,7,Injection,Novo Nordisk,0
2021-12-20,Glimepiride,P004,Local Care Pharmacy,Bandra,Bandra West,96,90,14,Normal,Low,Monday,0,Decreasing,Yes,50,Chronic,Medium,National,5,Tablet,Lupin,0
2021-12-21,Paracetamol,P001,Apollo Pharmacy,Andheri,Andheri West,180,22,14,Normal,Low,Tuesday,1,Decreasing,No,20,Common,Low,Regional,2,Tablet,Sun Pharma,0
2021-12-22,Ibuprofen,P002,MedPlus,Dadar,Dadar East,115,16,6,Normal,Low,Wednesday,2,Stable,No,30,Common,Low,Local,2,Tablet,Cipla,0
2021-12-23,Crocin,P003,Wellness Forever,Thane,Thane West,147,19,18,Normal,Low,Thursday,1,Decreasing,No,25,Common,Low,Local,3,Tablet,GSK,0
2021-12-24,Cetirizine,P004,Local Care Pharmacy,Bandra,Bandra West,125,12,22,Normal,Low,Friday,1,Stable,No,15,Common,Low,Local,5,Syrup,Dr. Reddy's,0
2021-12-25,Azithromycin,P001,Apollo Pharmacy,Andheri,Andheri West,128,16,22,Normal,Low,Saturday,3,Decreasing,Yes,90,Rare,High,Imported,12,Capsule,Pfizer,0
2021-12-26,Amoxicillin,P002,MedPlus,Dadar,Dadar East,120,10,3,Normal,Low,Sunday,2,Stable,Yes,80,Critical,High,National,11,Capsule,Abbott,0
2021-12-27,Metformin,P003,Wellness Forever,Thane,Thane West,127,18,37,Normal,Low,Monday,1,Increasing,Yes,45,Chronic,Medium,National,6,Tablet,Sun Pharma,0
2021-12-28,Amlodipine,P004,Local Care Pharmacy,Bandra,Bandra West,154,25,45,Normal,Low,Tuesday,2,Increasing,Yes,35,Chronic,Medium,National,5,Tablet,Cipla,0
2021-12-29,Insulin,P001,Apollo Pharmacy,Andheri,Andheri West,143,86,43,Normal,Low,Wednesday,2,Decreasing,Yes,95,Chronic,High,National,5,Injection,Novo Nordisk,0
2021-12-30,Glimepiride,P002,MedPlus,Dadar,Dadar East,148,76,55,Normal,Low,Thursday,2,Increasing,Yes,50,Chronic,Medium,National,6,Tablet,Lupin,0
2021-12-31,Paracetamol,P003,Wellness Forever,Thane,Thane West,166,11,12,Normal,Low,Friday,0,Stable,No,20,Common,Low,Regional,3,Tablet,Sun Pharma,0
2022-01-01,Ibuprofen,P004,Local Care Pharmacy,Bandra,Bandra West,135,87,22,Flu,High,Saturday,0,Increasing,No,30,Common,Low,Local,4,Tablet,Cipla,0
2022-01-02,Crocin,P001,Apollo Pharmacy,Andheri,Andheri West,104,79,5,Flu,High,Sunday,2,Increasing,No,25,Common,Low,Regional,3,Tablet,GSK,0
2022-01-03,Cetirizine,P002,MedPlus,Dadar,Dadar East,88,92,5,Flu,High,Monday,1,Increasing,No,15,Common,Low,Local,4,Syrup,Dr. Reddy's,0
2022-01-04,Azithromycin,P003,Wellness Forever,Thane,Thane West,84,74,13,Flu,High,Tuesday,3,Increasing,Yes,90,Rare,High,Imported,11,Capsule,Pfizer,0
2022-01-05,Amoxicillin,P004,Local Care Pharmacy,Bandra,Bandra West,119,70,1,Flu,High,Wednesday,2,Decreasing,Yes,80,Critical,High,National,12,Capsule,Abbott,0
2022-01-06,Metformin,P001,Apollo Pharmacy,Andheri,Andheri West,173,47,13,Flu,Medium,Thursday,2,Decreasing,Yes,45,Chronic,Medium,National,5,Tablet,Sun Pharma,0
2022-01-07,Amlodipine,P002,MedPlus,Dadar,Dadar East,100,44,21,Flu,Medium,Friday,2,Increasing,Yes,35,Chronic,Medium,National,6,Tablet,Cipla,0
2022-01-08,Insulin,P003,Wellness Forever,Thane,Thane West,146,55,24,Flu,High,Saturday,1,Stable,Yes,95,Chronic,High,National,6,Injection,Novo Nordisk,0
2022-01-09,Glimepiride,P004,Local Care Pharmacy,Bandra,Bandra West,86,89,13,Flu,Medium,Sunday,1,Stable,Yes,50,Chronic,Medium,National,5,Tablet,Lupin,0
2022-01-10,Paracetamol,P001,Apollo Pharmacy,Andheri,Andheri West,82,78,23,Flu,High,Monday,1,Stable,No,20,Common,Low,Regional,2,Tablet,Sun Pharma,0
2022-01-11,Ibuprofen,P002,MedPlus,Dadar,Dadar East,121,42,45,Flu,Medium,Tuesday,2,Increasing,No,30,Common,Low,Regional,5,Tablet,Cipla,0
2022-01-12,Crocin,P003,Wellness Forever,Thane,Thane West,111,41,46,Flu,Medium,Wednesday,3,Decreasing,No,25,Common,Low,Local,4,Tablet,GSK,0
2022-01-13,Cetirizine,P004,Local Care Pharmacy,Bandra,Bandra West,121,75,44,Flu,High,Thursday,2,Stable,No,15,Common,Low,Regional,3,Syrup,Dr. Reddy's,0
2022-01-14,Azithromycin,P001,Apollo Pharmacy,Andheri,Andheri West,127,49,13,Flu,Medium,Friday,0,Stable,Yes,90,Rare,High,Imported,12,Capsule,Pfizer,0
2022-01-15,Amoxicillin,P002,MedPlus,Dadar,Dadar East,112,54,56,Flu,Medium,Saturday,2,Stable,Yes,80,Critical,High,National,15,Capsule,Abbott,0
2022-01-16,Metformin,P003,Wellness Forever,Thane,Thane West,95,90,36,Flu,High,Sunday,2,Decreasing,Yes,45,Chronic,Medium,National,8,Tablet,Sun Pharma,0
2022-01-17,Amlodipine,P004,Local Care Pharmacy,Bandra,Bandra West,176,41,38,Flu,Medium,Monday,1,Decreasing,Yes,35,Chronic,Medium,National,5,Tablet,Cipla,0
2022-01-18,Insulin,P001,Apollo Pharmacy,Andheri,Andheri West,122,58,46,Flu,Medium,Tuesday,3,Increasing,Yes,95,Chronic,High,National,8,Injection,Novo Nordisk,0
2022-01-19,Glimepiride,P002,MedPlus,Dadar,Dadar East,160,60,53,Flu,High,Wednesday,1,Decreasing,Yes,50,Chronic,Medium,National,8,Tablet,Lupin,0
2022-01-20,Paracetamol,P003,Wellness Forever,Thane,Thane West,146,64,26,Flu,Medium,Thursday,0,Stable,No,20,Common,Low,Regional,2,Tablet,Sun Pharma,0
2022-01-21,Ibuprofen,P004,Local Care Pharmacy,Bandra,Bandra West,128,42,19,Flu,Medium,Friday,1,Decreasing,No,30,Common,Low,Local,4,Tablet,Cipla,0
2022-01-22,Crocin,P001,Apollo Pharmacy,Andheri,Andheri West,100,82,17,Flu,High,Saturday,1,Stable,No,25,Common,Low,Regional,2,Tablet,GSK,0
2022-01-23,Cetirizine,P002,MedPlus,Dadar,Dadar East,84,97,48,Flu,High,Sunday,3,Decreasing,No,15,Common,Low,Local,3,Syrup,Dr. Reddy's,0
2022-01-24,Azithromycin,P003,Wellness Forever,Thane,Thane West,159,40,56,Flu,Medium,Monday,3,Decreasing,Yes,90,Rare,High,Imported,9,Capsule,Pfizer,0
2022-01-25,Amoxicillin,P004,Local Care Pharmacy,Bandra,Bandra West,134,86,29,Flu,High,Tuesday,2,Stable,Yes,80,Critical,High,National,10,Capsule,Abbott,0
2022-01-26,Metformin,P001,Apollo Pharmacy,Andheri,Andheri West,137,46,9,Flu,Medium,Wednesday,0,Decreasing,Yes,45,Chronic,Medium,National,8,Tablet,Sun Pharma,0
2022-01-27,Amlodipine,P002,MedPlus,Dadar,Dadar East,87,87,31,Flu,High,Thursday,2,Stable,Yes,35,Chronic,Medium,National,6,Tablet,Cipla,0
2022-01-28,Insulin,P003,Wellness Forever,Thane,Thane West,109,92,11,Flu,Medium,Friday,3,Stable,Yes,95,Chronic,High,National,8,Injection,Novo Nordisk,0
2022-01-29,Glimepiride,P004,Local Care Pharmacy,Bandra,Bandra West,108,69,34,Flu,High,Saturday,3,Increasing,Yes,50,Chronic,Medium,National,5,Tablet,Lupin,0
2022-01-30,Paracetamol,P001,Apollo Pharmacy,Andheri,Andheri West,143,41,49,Flu,Medium,Sunday,2,Stable,No,20,Common,Low,Local,5,Tablet,Sun Pharma,0
2022-01-31,Ibuprofen,P002,MedPlus,Dadar,Dadar East,154,59,7,Flu,Medium,Monday,3,Stable,No,30,Common,Low,Local,3,Tablet,Cipla,0
2022-02-01,Crocin,P003,Wellness Forever,Thane,Thane West,100,71,40,Flu,High,Tuesday,0,Increasing,No,25,Common,Low,Regional,3,Tablet,GSK,0
2022-02-02,Cetirizine,P004,Local Care Pharmacy,Bandra,Bandra West,77,99,54,Flu,High,Wednesday,2,Stable,No,15,Common,Low,Local,4,Syrup,Dr. Reddy's,0
2022-02-03,Azithromycin,P001,Apollo Pharmacy,Andheri,Andheri West,121,35,34,Flu,Medium,Thursday,0,Stable,Yes,90,Rare,High,Imported,13,Capsule,Pfizer,0
2022-02-04,Amoxicillin,P002,MedPlus,Dadar,Dadar East,132,88,25,Flu,High,Friday,0,Decreasing,Yes,80,Critical,High,National,9,Capsule,Abbott,0
2022-02-05,Metformin,P003,Wellness Forever,Thane,Thane West,106,80,52,Flu,High,Saturday,1,Decreasing,Yes,45,Chronic,Medium,National,8,Tablet,Sun Pharma,0
2022-02-06,Amlodipine,P004,Local Care Pharmacy,Bandra,Bandra West,153,63,22,Flu,Medium,Sunday,1,Decreasing,Yes,35,Chronic,Medium,National,5,Tablet,Cipla,0
2022-02-07,Insulin,P001,Apollo Pharmacy,Andheri,Andheri West,135,61,10,Flu,Medium,Monday,3,Increasing,Yes,95,Chronic,High,National,8,Injection,Novo Nordisk,0
2022-02-08,Glimepiride,P002,MedPlus,Dadar,Dadar East,86,79,45,Flu,Medium,Tuesday,0,Increasing,Yes,50,Chronic,Medium,National,6,Tablet,Lupin,0
2022-02-09,Paracetamol,P003,Wellness Forever,Thane,Thane West,96,70,55,Flu,High,Wednesday,2,Decreasing,No,20,Common,Low,Local,4,Tablet,Sun Pharma,0
2022-02-10,Ibuprofen,P004,Local Care Pharmacy,Bandra,Bandra West,164,60,49,Flu,Medium,Thursday,0,Stable,No,30,Common,Low,Regional,2,Tablet,Cipla,0
2022-02-11,Crocin,P001,Apollo Pharmacy,Andheri,Andheri West,106,83,32,Flu,High,Friday,2,Stable,No,25,Common,Low,Regional,4,Tablet,GSK,0
2022-02-12,Cetirizine,P002,MedPlus,Dadar,Dadar East,138,80,21,Flu,High,Saturday,0,Decreasing,No,15,Common,Low,Regional,2,Syrup,Dr. Reddy's,0
2022-02-13,Azithromycin,P003,Wellness Forever,Thane,Thane West,112,71,11,Flu,High,Sunday,0,Increasing,Yes,90,Rare,High,Imported,10,Capsule,Pfizer,0
2022-02-14,Amoxicillin,P004,Local Care Pharmacy,Bandra,Bandra West,141,46,44,Flu,Medium,Monday,3,Decreasing,Yes,80,Critical,High,National,8,Capsule,Abbott,0
2022-02-15,Metformin,P001,Apollo Pharmacy,Andheri,Andheri West,123,45,46,Flu,Medium,Tuesday,0,Increasing,Yes,45,Chronic,Medium,National,6,Tablet,Sun Pharma,0
2022-02-16,Amlodipine,P002,MedPlus,Dadar,Dadar East,128,82,32,Flu,High,Wednesday,3,Increasing,Yes,35,Chronic,Medium,National,6,Tablet,Cipla,0
2022-02-17,Insulin,P003,Wellness Forever,Thane,Thane West,161,79,7,Flu,High,Thursday,2,Stable,Yes,95,Chronic,High,National,7,Injection,Novo Nordisk,0
2022-02-18,Glimepiride,P004,Local Care Pharmacy,Bandra,Bandra West,149,65,16,Flu,Medium,Friday,3,Increasing,Yes,50,Chronic,Medium,National,7,Tablet,Lupin,0
2022-02-19,Paracetamol,P001,Apollo Pharmacy,Andheri,Andheri West,104,90,3,Flu,High,Saturday,1,Increasing,No,20,Common,Low,Local,4,Tablet,Sun Pharma,0
2022-02-20,Ibuprofen,P002,MedPlus,Dadar,Dadar East,91,79,60,Flu,High,Sunday,1,Increasing,No,30,Common,Low,Local,4,Tablet,Cipla,0
2022-02-21,Crocin,P003,Wellness Forever,Thane,Thane West,125,47,19,Flu,Medium,Monday,1,Increasing,No,25,Common,Low,Regional,5,Tablet,GSK,0
2022-02-22,Cetirizine,P004,Local Care Pharmacy,Bandra,Bandra West,107,65,36,Flu,Medium,Tuesday,2,Increasing,No,15,Common,Low,Local,2,Syrup,Dr. Reddy's,0
2022-02-23,Azithromycin,P001,Apollo Pharmacy,Andheri,Andheri West,100,44,21,Flu,Medium,Wednesday,1,Increasing,Yes,90,Rare,High,Imported,8,Capsule,Pfizer,0
2022-02-24,Amoxicillin,P002,MedPlus,Dadar,Dadar East,114,71,38,Flu,High,Thursday,3,Stable,Yes,80,Critical,High,National,11,Capsule,Abbott,0
2022-02-25,Metformin,P003,Wellness Forever,Thane,Thane West,116,51,13,Flu,Medium,Friday,0,Increasing,Yes,45,Chronic,Medium,National,8,Tablet,Sun Pharma,0
2022-02-26,Amlodipine,P004,Local Care Pharmacy,Bandra,Bandra West,151,88,43,Flu,High,Saturday,3,Stable,Yes,35,Chronic,Medium,National,8,Tablet,Cipla,0
2022-02-27,Insulin,P001,Apollo Pharmacy,Andheri,Andheri West,131,74,6,Flu,Medium,Sunday,2,Stable,Yes,95,Chronic,High,National,6,Injection,Novo Nordisk,0
2022-02-28,Glimepiride,P002,MedPlus,Dadar,Dadar East,73,96,53,Flu,Medium,Monday,0,Decreasing,Yes,50,Chronic,Medium,National,6,Tablet,Lupin,0
2022-03-01,Paracetamol,P003,Wellness Forever,Thane,Thane West,143,17,31,Normal,Low,Tuesday,2,Decreasing,No,20,Common,Low,Regional,3,Tablet,Sun Pharma,0
2022-03-02,Ibuprofen,P004,Local Care Pharmacy,Bandra,Bandra West,136,30,12,Normal,Low,Wednesday,3,Decreasing,No,30,Common,Low,Local,3,Tablet,Cipla,0
2022-03-03,Crocin,P001,Apollo Pharmacy,Andheri,Andheri West,169,25,57,Normal,Low,Thursday,1,Increasing,No,25,Common,Low,Regional,4,Tablet,GSK,0
2022-03-04,Cetirizine,P002,MedPlus,Dadar,Dadar East,148,26,29,Normal,Low,Friday,1,Increasing,No,15,Common,Low,Regional,2,Syrup,Dr. Reddy's,0
2022-03-05,Azithromycin,P003,Wellness Forever,Thane,Thane West,184,18,50,Normal,Low,Saturday,2,Increasing,Yes,90,Rare,High,Imported,15,Capsule,Pfizer,0
2022-03-06,Amoxicillin,P004,Local Care Pharmacy,Bandra,Bandra West,174,16,18,Normal,Low,Sunday,2,Increasing,Yes,80,Critical,High,National,15,Capsule,Abbott,0
2022-03-07,Metformin,P001,Apollo Pharmacy,Andheri,Andheri West,145,20,0,Normal,Low,Monday,0,Increasing,Yes,45,Chronic,Medium,National,5,Tablet,Sun Pharma,0
2022-03-08,Amlodipine,P002,MedPlus,Dadar,Dadar East,116,30,42,Normal,Low,Tuesday,1,Increasing,Yes,35,Chronic,Medium,National,7,Tablet,Cipla,0
2022-03-09,Insulin,P003,Wellness Forever,Thane,Thane West,132,69,55,Normal,Low,Wednesday,0,Decreasing,Yes,95,Chronic,High,National,6,Injection,Novo Nordisk,0
2022-03-10,Glimepiride,P004,Local Care Pharmacy,Bandra,Bandra West,128,97,42,Normal,Low,Thursday,2,Stable,Yes,50,Chronic,Medium,National,7,Tablet,Lupin,0
2022-03-11,Paracetamol,P001,Apollo Pharmacy,Andheri,Andheri West,168,30,2,Normal,Low,Friday,3,Stable,No,20,Common,Low,Local,4,Tablet,Sun Pharma,0
2022-03-12,Ibuprofen,P002,MedPlus,Dadar,Dadar East,159,13,47,Normal,Low,Saturday,2,Increasing,No,30,Common,Low,Local,3,Tablet,Cipla,0
2022-03-13,Crocin,P003,Wellness Forever,Thane,Thane West,137,12,45,Normal,Low,Sunday,1,Decreasing,No,25,Common,Low,Regional,5,Tablet,GSK,0
2022-03-14,Cetirizine,P004,Local Care Pharmacy,Bandra,Bandra West,157,20,54,Normal,Low,Monday,1,Stable,No,15,Common,Low,Regional,3,Syrup,Dr. Reddy's,0
2022-03-15,Azithromycin,P001,Apollo Pharmacy,Andheri,Andheri West,143,11,54,Normal,Low,Tuesday,2,Stable,Yes,90,Rare,High,Imported,11,Capsule,Pfizer,0
2022-03-16,Amoxicillin,P002,MedPlus,Dadar,Dadar East,111,21,22,Normal,Low,Wednesday,3,Stable,Yes,80,Critical,High,National,14,Capsule,Abbott,0
2022-03-17,Metformin,P003,Wellness Forever,Thane,Thane West,145,25,17,Normal,Low,Thursday,3,Increasing,Yes,45,Chronic,Medium,National,7,Tablet,Sun Pharma,0
2022-03-18,Amlodipine,P004,Local Care Pharmacy,Bandra,Bandra West,123,28,49,Normal,Low,Friday,0,Decreasing,Yes,35,Chronic,Medium,National,7,Tablet,Cipla,0
2022-03-19,Insulin,P001,Apollo Pharmacy,Andheri,Andheri West,120,85,18,Normal,Low,Saturday,3,Decreasing,Yes,95,Chronic,High,National,8,Injection,Novo Nordisk,0
2022-03-20,Glimepiride,P002,MedPlus,Dadar,Dadar East,131,63,59,Normal,Low,Sunday,1,Stable,Yes,50,Chronic,Medium,National,8,Tablet,Lupin,0
2022-03-21,Paracetamol,P003,Wellness Forever,Thane,Thane West,151,12,18,Normal,Low,Monday,0,Stable,No,20,Common,Low,Regional,5,Tablet,Sun Pharma,0
2022-03-22,Ibuprofen,P004,Local Care Pharmacy,Bandra,Bandra West,189,18,19,Normal,Low,Tuesday,1,Increasing,No,30,Common,Low,Local,2,Tablet,Cipla,0
2022-03-23,Crocin,P001,Apollo Pharmacy,Andheri,Andheri West,161,13,53,Normal,Low,Wednesday,2,Increasing,No,25,Common,Low,Local,3,Tablet,GSK,0
2022-03-24,Cetirizine,P002,MedPlus,Dadar,Dadar East,117,16,37,Normal,Low,Thursday,2,Stable,No,15,Common,Low,Regional,4,Syrup,Dr. Reddy's,0
2022-03-25,Azithromycin,P003,Wellness Forever,Thane,Thane West,123,20,22,Normal,Low,Friday,0,Decreasing,Yes,90,Rare,High,Imported,8,Capsule,Pfizer,0
2022-03-26,Amoxicillin,P004,Local Care Pharmacy,Bandra,Bandra West,181,17,46,Normal,Low,Saturday,2,Increasing,Yes,80,Critical,High,National,11,Capsule,Abbott,0
2022-03-27,Metformin,P001,Apollo Pharmacy,Andheri,Andheri West,163,11,13,Normal,Low,Sunday,1,Decreasing,Yes,45,Chronic,Medium,National,6,Tablet,Sun Pharma,0
2022-03-28,Amlodipine,P002,MedPlus,Dadar,Dadar East,123,16,27,Normal,Low,Monday,1,Decreasing,Yes,35,Chronic,Medium,National,8,Tablet,Cipla,0
2022-03-29,Insulin,P003,Wellness Forever,Thane,Thane West,119,90,55,Normal,Low,Tuesday,1,Increasing,Yes,95,Chronic,High,National,8,Injection,Novo Nordisk,0
2022-03-30,Glimepiride,P004,Local Care Pharmacy,Bandra,Bandra West,151,93,42,Normal,Low,Wednesday,2,Stable,Yes,50,Chronic,Medium,National,5,Tablet,Lupin,0
2022-03-31,Paracetamol,P001,Apollo Pharmacy,Andheri,Andheri West,178,24,55,Normal,Low,Thursday,3,Stable,No,20,Common,Low,Regional,4,Tablet,Sun Pharma,0
2022-04-01,Ibuprofen,P002,MedPlus,Dadar,Dadar East,192,11,23,Normal,Low,Friday,0,Stable,No,30,Common,Low,Local,4,Tablet,Cipla,0
2022-04-02,Crocin,P003,Wellness Forever,Thane,Thane West,117,10,38,Normal,Low,Saturday,2,Decreasing,No,25,Common,Low,Regional,5,Tablet,GSK,0
2022-04-03,Cetirizine,P004,Local Care Pharmacy,Bandra,Bandra West,151,17,52,Normal,Low,Sunday,0,Increasing,No,15,Common,Low,Local,2,Syrup,Dr. Reddy's,0
2022-04-04,Azithromycin,P001,Apollo Pharmacy,Andheri,Andheri West,141,17,43,Normal,Low,Monday,3,Increasing,Yes,90,Rare,High,Imported,11,Capsule,Pfizer,0
2022-04-05,Amoxicillin,P002,MedPlus,Dadar,Dadar East,148,18,16,Normal,Low,Tuesday,1,Decreasing,Yes,80,Critical,High,National,14,Capsule,Abbott,0
2022-04-06,Metformin,P003,Wellness Forever,Thane,Thane West,151,20,49,Normal,Low,Wednesday,3,Increasing,Yes,45,Chronic,Medium,National,8,Tablet,Sun Pharma,0
2022-04-07,Amlodipine,P004,Local Care Pharmacy,Bandra,Bandra West,133,12,40,Normal,Low,Thursday,0,Decreasing,Yes,35,Chronic,Medium,National,8,Tablet,Cipla,0
2022-04-08,Insulin,P001,Apollo Pharmacy,Andheri,Andheri West,152,83,11,Normal,Low,Friday,1,Increasing,Yes,95,Chronic,High,National,8,Injection,Novo Nordisk,0
2022-04-09,Glimepiride,P002,MedPlus,Dadar,Dadar East,116,91,31,Normal,Low,Saturday,3,Stable,Yes,50,Chronic,Medium,National,6,Tablet,Lupin,0
2022-04-10,Paracetamol,P003,Wellness Forever,Thane,Thane West,138,29,19,Normal,Low,Sunday,1,Stable,No,20,Common,Low,Regional,5,Tablet,Sun Pharma,0
2022-04-11,Ibuprofen,P004,Local Care Pharmacy,Bandra,Bandra West,163,20,4,Normal,Low,Monday,1,Stable,No,30,Common,Low,Local,3,Tablet,Cipla,0
2022-04-12,Crocin,P001,Apollo Pharmacy,Andheri,Andheri West,137,25,13,Normal,Low,Tuesday,0,Decreasing,No,25,Common,Low,Regional,2,Tablet,GSK,0
2022-04-13,Cetirizine,P002,MedPlus,Dadar,Dadar East,182,25,56,Normal,Low,Wednesday,0,Decreasing,No,15,Common,Low,Regional,5,Syrup,Dr. Reddy's,0
2022-04-14,Azithromycin,P003,Wellness Forever,Thane,Thane West,127,19,36,Normal,Low,Thursday,1,Stable,Yes,90,Rare,High,Imported,15,Capsule,Pfizer,0
2022-04-15,Amoxicillin,P004,Local Care Pharmacy,Bandra,Bandra West,132,13,34,Normal,Low,Friday,3,Stable,Yes,80,Critical,High,National,12,Capsule,Abbott,0
2022-04-16,Metformin,P001,Apollo Pharmacy,Andheri,Andheri West,116,14,13,Normal,Low,Saturday,1,Increasing,Yes,45,Chronic,Medium,National,5,Tablet,Sun Pharma,0
2022-04-17,Amlodipine,P002,MedPlus,Dadar,Dadar East,169,16,23,Normal,Low,Sunday,3,Decreasing,Yes,35,Chronic,Medium,National,6,Tablet,Cipla,0
2022-04-18,Insulin,P003,Wellness Forever,Thane,Thane West,130,70,13,Normal,Low,Monday,3,Stable,Yes,95,Chronic,High,National,7,Injection,Novo Nordisk,0
2022-04-19,Glimepiride,P004,Local Care Pharmacy,Bandra,Bandra West,96,94,28,Normal,Low,Tuesday,3,Stable,Yes,50,Chronic,Medium,National,5,Tablet,Lupin,0
2022-04-20,Paracetamol,P001,Apollo Pharmacy,Andheri,Andheri West,185,26,59,Normal,Low,Wednesday,0,Decreasing,No,20,Common,Low,Regional,5,Tablet,Sun Pharma,0
2022-04-21,Ibuprofen,P002,MedPlus,Dadar,Dadar East,168,18,5,Normal,Low,Thursday,2,Increasing,No,30,Common,Low,Regional,5,Tablet,Cipla,0
2022-04-22,Crocin,P003,Wellness Forever,Thane,Thane West,153,19,42,Normal,Low,Friday,1,Decreasing,No,25,Common,Low,Regional,5,Tablet,GSK,0
2022-04-23,Cetirizine,P004,Local Care Pharmacy,Bandra,Bandra West,166,17,33,Normal,Low,Saturday,0,Stable,No,15,Common,Low,Local,4,Syrup,Dr. Reddy's,0
2022-04-24,Azithromycin,P001,Apollo Pharmacy,Andheri,Andheri West,159,20,56,Normal,Low,Sunday,1,Stable,Yes,90,Rare,High,Imported,13,Capsule,Pfizer,0
2022-04-25,Amoxicillin,P002,MedPlus,Dadar,Dadar East,176,21,25,Normal,Low,Monday,1,Stable,Yes,80,Critical,High,National,15,Capsule,Abbott,0
2022-04-26,Metformin,P003,Wellness Forever,Thane,Thane West,150,18,12,Normal,Low,Tuesday,3,Stable,Yes,45,Chronic,Medium,National,8,Tablet,Sun Pharma,0
2022-04-27,Amlodipine,P004,Local Care Pharmacy,Bandra,Bandra West,121,23,22,Normal,Low,Wednesday,0,Stable,Yes,35,Chronic,Medium,National,6,Tablet,Cipla,0
2022-04-28,Insulin,P001,Apollo Pharmacy,Andheri,Andheri West,95,86,58,Normal,Low,Thursday,1,Increasing,Yes,95,Chronic,High,National,5,Injection,Novo Nordisk,0
2022-04-29,Glimepiride,P002,MedPlus,Dadar,Dadar East,150,84,17,Normal,Low,Friday,2,Stable,Yes,50,Chronic,Medium,National,5,Tablet,Lupin,0
2022-04-30,Paracetamol,P003,Wellness Forever,Thane,Thane West,121,12,27,Normal,Low,Saturday,0,Increasing,No,20,Common,Low,Local,2,Tablet,Sun Pharma,0
